timestamp,scenario,load_shedding_GW
2021-02-11 00:00:00,+4.5 GW SMR,0.0
2021-02-11 03:00:00,+4.5 GW SMR,0.0
2021-02-11 06:00:00,+4.5 GW SMR,2.450713169243517
2021-02-11 09:00:00,+4.5 GW SMR,0.10150116463146629
2021-02-11 12:00:00,+4.5 GW SMR,0.0
2021-02-11 15:00:00,+4.5 GW SMR,5.598703552659128
2021-02-11 18:00:00,+4.5 GW SMR,0.0
2021-02-11 21:00:00,+4.5 GW SMR,0.0
2021-02-12 00:00:00,+4.5 GW SMR,0.0
2021-02-12 03:00:00,+4.5 GW SMR,0.0
2021-02-12 06:00:00,+4.5 GW SMR,0.0
2021-02-12 09:00:00,+4.5 GW SMR,0.0
2021-02-12 12:00:00,+4.5 GW SMR,0.0
2021-02-12 15:00:00,+4.5 GW SMR,0.0
2021-02-12 18:00:00,+4.5 GW SMR,0.0
2021-02-12 21:00:00,+4.5 GW SMR,0.0
2021-02-13 00:00:00,+4.5 GW SMR,0.0
2021-02-13 03:00:00,+4.5 GW SMR,0.0
2021-02-13 06:00:00,+4.5 GW SMR,0.0
2021-02-13 09:00:00,+4.5 GW SMR,0.0
2021-02-13 12:00:00,+4.5 GW SMR,0.0
2021-02-13 15:00:00,+4.5 GW SMR,0.0
2021-02-13 18:00:00,+4.5 GW SMR,0.0
2021-02-13 21:00:00,+4.5 GW SMR,0.0
2021-02-14 00:00:00,+4.5 GW SMR,0.0
2021-02-14 03:00:00,+4.5 GW SMR,0.0
2021-02-14 06:00:00,+4.5 GW SMR,0.0
2021-02-14 09:00:00,+4.5 GW SMR,0.0
2021-02-14 12:00:00,+4.5 GW SMR,0.0
2021-02-14 15:00:00,+4.5 GW SMR,0.0
2021-02-14 18:00:00,+4.5 GW SMR,0.0
2021-02-14 21:00:00,+4.5 GW SMR,0.0
