scenario,rank,modelled_marginal_price_EUR_per_MWh,near_VOLL
Severe fossil-rich,109,27.079894256003442,False
Severe fossil-rich,110,27.079894256003442,False
Severe fossil-rich,111,27.079894256003442,False
Severe fossil-rich,112,27.079894256003442,False
Severe fossil-rich,113,27.079894256003442,False
Severe fossil-rich,114,27.079894256003442,False
Severe fossil-rich,115,27.079894256003442,False
Severe fossil-rich,116,27.079894256003442,False
Severe fossil-rich,117,27.079894256003442,False
Severe fossil-rich,118,27.079894256003442,False
Severe fossil-rich,119,27.079894256003442,False
Severe fossil-rich,120,27.079894256003442,False
Severe fossil-rich,121,27.07989425600344,False
Severe fossil-rich,122,27.07989425600344,False
Severe fossil-rich,123,27.07989425600344,False
Severe fossil-rich,124,27.07989425600344,False
Severe fossil-rich,125,27.07989425600344,False
Severe fossil-rich,126,27.07989425600344,False
Severe fossil-rich,127,27.07989425600344,False
Severe fossil-rich,128,27.07989425600344,False
Severe fossil-rich,129,27.07989425600344,False
Severe fossil-rich,130,27.07989425600344,False
Severe fossil-rich,131,27.07989425600344,False
Severe fossil-rich,132,27.07989425600344,False
Severe fossil-rich,133,27.07989425600344,False
Severe fossil-rich,134,27.079894256003435,False
Severe fossil-rich,135,27.079894256003435,False
Severe fossil-rich,136,27.079894256003435,False
Severe fossil-rich,137,27.079894256003435,False
Severe fossil-rich,138,27.079894256003435,False
Severe fossil-rich,139,27.079894256003435,False
Severe fossil-rich,140,27.079894256003435,False
Severe fossil-rich,141,27.079894256003435,False
Severe fossil-rich,142,27.079894256003435,False
Severe fossil-rich,143,27.079894256003435,False
Severe fossil-rich,144,27.07989425600343,False
Severe fossil-rich,145,24.793026619573798,False
Severe fossil-rich,146,24.793026619573794,False
Severe fossil-rich,147,24.793026619573794,False
Severe fossil-rich,148,24.793026619573794,False
Severe fossil-rich,149,24.79302661957379,False
Severe fossil-rich,150,24.79302661957379,False
Severe fossil-rich,151,24.79302661957379,False
Severe fossil-rich,152,24.79302661957379,False
Severe fossil-rich,153,24.793026619573787,False
Severe fossil-rich,154,24.79302661957378,False
Severe fossil-rich,155,24.793026619573777,False
Severe fossil-rich,156,24.11235378440036,False
Severe fossil-rich,157,24.11235378440035,False
Severe fossil-rich,158,24.11235378440035,False
Severe fossil-rich,159,24.112353784400348,False
Severe fossil-rich,160,24.112353784400348,False
Severe fossil-rich,161,24.112353784400348,False
Severe fossil-rich,162,24.112353784400348,False
Severe fossil-rich,163,24.112353784400348,False
Severe fossil-rich,164,24.112353784400348,False
Severe fossil-rich,165,24.112353784400348,False
Severe fossil-rich,166,24.112353784400348,False
Severe fossil-rich,167,24.112353784400344,False
Severe fossil-rich,168,24.112353784400344,False
Severe fossil-rich,169,24.11235378440034,False
Severe fossil-rich,170,24.11235378440034,False
Severe fossil-rich,171,24.11235378440034,False
Severe fossil-rich,172,24.02259266766013,False
Severe fossil-rich,173,23.896317859084746,False
Severe fossil-rich,174,23.896317859084746,False
Severe fossil-rich,175,22.988794178891442,False
Severe fossil-rich,176,22.98879417889144,False
Severe fossil-rich,177,22.987936098731975,False
Severe fossil-rich,178,22.958125943853943,False
Severe fossil-rich,179,22.813277633309234,False
Severe fossil-rich,180,22.523207476121563,False
Severe fossil-rich,181,22.116499673395882,False
Severe fossil-rich,182,22.094360545738162,False
Severe fossil-rich,183,21.91249234753832,False
Severe fossil-rich,184,21.68034507571951,False
Severe fossil-rich,185,21.680345075719504,False
Severe fossil-rich,186,21.547850475821857,False
Severe fossil-rich,187,21.10995629685082,False
Severe fossil-rich,188,20.601766473853363,False
Severe fossil-rich,189,20.31637340328848,False
Severe fossil-rich,190,19.99087605831129,False
